cycle,underlying,entry_date,expiry,exit_date,strike,dte_entry,spot_entry,spot_exit,entry_premium,exit_premium,entry_iv,entry_delta,pnl_per_share,pnl_dollars,collateral,return_pct,outcome,param_delta,param_dte,param_pt,param_manage
5,IWM,2024-09-13,2024-10-18,2024-10-18,203.0,35,216.83,225.65,1.75,0.0,0.2555460933685303,-0.1808650817574867,1.715,171.5,20300.0,0.0084482758620689,expired_worthless,0.2,35,1.0,
6,IWM,2024-10-11,2024-11-15,2024-11-15,209.0,35,221.26,228.48,2.44,0.0,0.267981757736206,-0.2217396011594068,2.3912,239.12,20900.0,0.0114411483253588,expired_worthless,0.2,35,1.0,
7,IWM,2024-11-15,2024-12-20,2024-12-20,216.0,35,228.48,221.92,1.96,0.0,0.2385710300445556,-0.2005400337360528,1.9208,192.08,21600.0,0.0088925925925925,expired_worthless,0.2,35,1.0,
8,IWM,2024-12-13,2025-01-17,2025-01-17,220.0,35,233.07,225.46,1.71,0.0,0.2275467754364014,-0.1844122689012141,1.6758,167.57999999999998,22000.0,0.0076172727272727,expired_worthless,0.2,35,1.0,
9,IWM,2025-01-17,2025-02-21,2025-02-21,215.0,35,225.46,217.8,1.83,0.0,0.2122787549972534,-0.2109491907363249,1.7934,179.34,21500.0,0.0083413953488372,expired_worthless,0.2,35,1.0,
10,IWM,2025-02-14,2025-03-21,2025-03-21,217.0,35,225.97,203.79,2.04,13.210000000000008,0.2045922937393188,-0.2356381877697843,-11.210800000000008,-1121.0800000000008,21700.0,-0.0516626728110599,assigned,0.2,35,1.0,
12,IWM,2025-04-11,2025-05-16,2025-05-16,167.0,35,184.36,209.85,3.49,0.0,0.4616882106781005,-0.2160483198957993,3.4202000000000004,342.02000000000004,16700.0,0.020480239520958,expired_worthless,0.2,35,1.0,
13,IWM,2025-05-16,2025-06-20,2025-06-20,195.0,35,209.85,209.21,1.16,0.0,0.2385328838348389,-0.1416615827462687,1.1367999999999998,113.67999999999998,19500.0,0.0058297435897435,expired_worthless,0.2,35,1.0,
14,IWM,2025-06-13,2025-07-18,2025-07-18,198.0,35,208.89,222.33,2.57,0.0,0.2726546684265137,-0.2377200859526739,2.5185999999999997,251.86,19800.0,0.012720202020202,expired_worthless,0.2,35,1.0,
15,IWM,2025-07-11,2025-08-15,2025-08-15,211.0,35,221.7,227.13,2.28,0.0,0.2408311929702759,-0.2288365053810516,2.2344,223.44,21100.0,0.0105895734597156,expired_worthless,0.2,35,1.0,
16,IWM,2025-08-15,2025-09-19,2025-09-19,216.0,35,227.13,242.98,2.31,0.0,0.2415941171646118,-0.2263380563784913,2.2638,226.38,21600.0,0.0104805555555555,expired_worthless,0.2,35,1.0,
17,IWM,2025-09-12,2025-10-17,2025-10-17,227.0,35,238.34,243.41,2.21,0.0,0.2281094320297241,-0.2207058088418944,2.1658,216.58,22700.0,0.0095409691629955,expired_worthless,0.2,35,1.0,
18,IWM,2025-10-17,2025-11-21,2025-11-21,230.0,35,243.41,235.6,2.83,0.0,0.2735844822883606,-0.2271051730239103,2.7734,277.34000000000003,23000.0,0.0120582608695652,expired_worthless,0.2,35,1.0,
19,IWM,2025-11-14,2025-12-19,2025-12-19,225.0,35,237.48,250.79,3.04,0.0,0.2790060123443604,-0.2405607691473929,2.9792,297.92,22500.0,0.0132408888888888,expired_worthless,0.2,35,1.0,
20,IWM,2025-12-12,2026-01-16,2026-01-16,241.0,35,253.85,265.76,2.25,0.0,0.231528286075592,-0.210669098881111,2.205,220.5,24100.0,0.0091493775933609,expired_worthless,0.2,35,1.0,
21,IWM,2026-01-16,2026-02-20,2026-02-20,254.0,35,265.76,264.61,2.27,0.0,0.2114204652786254,-0.2201038883276301,2.2246,222.46,25400.0,0.0087582677165354,expired_worthless,0.2,35,1.0,
22,IWM,2026-02-13,2026-03-20,2026-03-20,248.0,35,262.96,242.22,3.2,5.780000000000001,0.2842797258377075,-0.2280794319332521,-2.644000000000001,-264.4000000000001,24800.0,-0.0106612903225806,assigned,0.2,35,1.0,
23,IWM,2026-03-13,2026-04-17,2026-04-17,234.0,35,246.59,269.95,2.96,0.0,0.2665703479766845,-0.2375305303701828,2.9008,290.08,23400.0,0.0123965811965811,expired_worthless,0.2,35,1.0,
1,IWM,2024-05-17,2024-06-21,2024-05-31,203.0,35,208.08,205.77,2.2,2.397,0.1771079496383666,-0.2962849105174287,-0.2410000000000001,-24.10000000000001,20300.0,-0.0011871921182266,managed,0.3,35,0.5,21.0
2,IWM,2024-06-14,2024-07-19,2024-06-27,194.0,35,198.73,202.06,2.43,0.7956000000000001,0.1905640251159668,-0.3117771445180263,1.5858,158.58,19400.0,0.0081742268041237,profit_take,0.3,35,0.5,21.0
3,IWM,2024-07-12,2024-08-16,2024-07-16,208.0,35,213.14,224.6,2.52,0.8874,0.1878079614639282,-0.3075954281263013,1.5821999999999998,158.21999999999997,20800.0,0.0076067307692307,profit_take,0.3,35,0.5,21.0
4,IWM,2024-08-16,2024-09-20,2024-08-23,206.0,35,212.6,220.38,2.57,1.0812000000000002,0.2108291990280151,-0.28646426802185,1.4373999999999996,143.73999999999995,20600.0,0.0069776699029126,profit_take,0.3,35,0.5,21.0
5,IWM,2024-09-13,2024-10-18,2024-09-19,209.0,35,216.83,223.97,3.13,1.1832,0.2480217535018921,-0.2883238959820255,1.8841999999999997,188.41999999999996,20900.0,0.0090153110047846,profit_take,0.3,35,0.5,21.0
6,IWM,2024-10-11,2024-11-15,2024-10-25,215.0,35,221.26,218.89,3.86,4.0188,0.2516647165298462,-0.3271664283975103,-0.2359999999999997,-23.599999999999977,21500.0,-0.0010976744186046,managed,0.3,35,0.5,21.0
7,IWM,2024-11-15,2024-12-20,2024-11-22,221.0,35,228.48,238.77,2.91,1.1118,0.2219488191604614,-0.2862521535608783,1.7399999999999998,173.99999999999997,22100.0,0.0078733031674208,profit_take,0.3,35,0.5,21.0
8,IWM,2024-12-13,2025-01-17,2024-12-27,225.0,35,233.07,222.39,2.74,5.548800000000001,0.2180102230072022,-0.2735170529762243,-2.863600000000001,-286.36000000000007,22500.0,-0.0127271111111111,managed,0.3,35,0.5,21.0
9,IWM,2025-01-17,2025-02-21,2025-01-31,219.0,35,225.46,226.48,2.64,1.8156,0.2002340892791748,-0.2910226029245267,0.7716000000000001,77.16000000000001,21900.0,0.0035232876712328,managed,0.3,35,0.5,21.0
10,IWM,2025-02-14,2025-03-21,2025-02-28,221.0,35,225.97,214.65,3.03,9.0984,0.1956946903228759,-0.3266944469589166,-6.129,-612.9,22100.0,-0.0277330316742081,managed,0.3,35,0.5,21.0
12,IWM,2025-04-11,2025-05-16,2025-04-17,174.0,35,184.36,186.48,4.82,2.3664,0.4199467206954956,-0.2965222112236138,2.3572,235.72000000000003,17400.0,0.0135471264367816,profit_take,0.3,35,0.5,21.0
13,IWM,2025-05-16,2025-06-20,2025-05-30,202.0,35,209.85,205.07,2.27,2.8662,0.2166464960098266,-0.2583068934971976,-0.6416,-64.16,20200.0,-0.0031762376237623,managed,0.3,35,0.5,21.0
14,IWM,2025-06-13,2025-07-18,2025-06-24,203.0,35,208.89,214.47,3.72,1.275,0.2546019746780396,-0.3291520192662373,2.3706,237.06,20300.0,0.0116778325123152,profit_take,0.3,35,0.5,21.0
15,IWM,2025-07-11,2025-08-15,2025-07-23,217.0,35,221.7,226.68,3.8,1.7136,0.2261162925720214,-0.349734888067323,2.0103999999999997,201.03999999999996,21700.0,0.0092645161290322,profit_take,0.3,35,0.5,21.0
16,IWM,2025-08-15,2025-09-19,2025-08-22,221.0,35,227.13,234.83,3.49,1.4076,0.2288628196716308,-0.3206413875192763,2.0126000000000004,201.26000000000005,22100.0,0.0091067873303167,profit_take,0.3,35,0.5,21.0
17,IWM,2025-09-12,2025-10-17,2025-09-18,231.0,35,238.34,244.84,3.09,1.479,0.2183678437232971,-0.2936188146355833,1.5492,154.92000000000002,23100.0,0.0067064935064935,profit_take,0.3,35,0.5,21.0
18,IWM,2025-10-17,2025-11-21,2025-10-24,237.0,35,243.41,249.43,4.6,1.8258,0.2582830839157105,-0.3397362043095943,2.6822,268.21999999999997,23700.0,0.011317299578059,profit_take,0.3,35,0.5,21.0
19,IWM,2025-11-14,2025-12-19,2025-11-25,230.0,35,237.48,245.13,4.19,1.6116,0.2635711022377014,-0.3185922657813121,2.4946,249.46,23000.0,0.0108460869565217,profit_take,0.3,35,0.5,21.0
20,IWM,2025-12-12,2026-01-16,2025-12-26,246.0,35,253.85,251.42,3.12,1.9074,0.2123931936264038,-0.2883550580042797,1.1501999999999997,115.01999999999995,24600.0,0.0046756097560975,managed,0.3,35,0.5,21.0
21,IWM,2026-01-16,2026-02-20,2026-01-30,260.0,35,265.76,259.65,3.6,5.3142000000000005,0.1959235675811767,-0.3288059733598144,-1.7862000000000005,-178.62000000000003,26000.0,-0.00687,managed,0.3,35,0.5,21.0
22,IWM,2026-02-13,2026-03-20,2026-02-27,256.0,35,262.96,261.41,5.13,4.436999999999999,0.2640956126213074,-0.3417914312095315,0.5904000000000007,59.04000000000007,25600.0,0.00230625,managed,0.3,35,0.5,21.0
23,IWM,2026-03-13,2026-04-17,2026-03-27,239.0,35,246.59,243.1,3.92,6.3852,0.2454468843460083,-0.3117818825326288,-2.5436000000000005,-254.36000000000004,23900.0,-0.0106426778242677,managed,0.3,35,0.5,21.0
1,IWM,2024-05-17,2024-06-21,2024-06-21,203.0,35,208.08,200.35,2.2,2.6500000000000057,0.1771079496383666,-0.2962849105174287,-0.4940000000000055,-49.40000000000055,20300.0,-0.0024334975369458,assigned,0.3,35,1.0,
2,IWM,2024-06-14,2024-07-19,2024-07-19,194.0,35,198.73,216.84,2.43,0.0,0.1905640251159668,-0.3117771445180263,2.3814,238.14,19400.0,0.0122752577319587,expired_worthless,0.3,35,1.0,
3,IWM,2024-07-12,2024-08-16,2024-08-16,208.0,35,213.14,212.6,2.52,0.0,0.1878079614639282,-0.3075954281263013,2.4696,246.96,20800.0,0.0118730769230769,expired_worthless,0.3,35,1.0,
4,IWM,2024-08-16,2024-09-20,2024-09-20,206.0,35,212.6,221.57,2.57,0.0,0.2108291990280151,-0.28646426802185,2.5185999999999997,251.86,20600.0,0.012226213592233,expired_worthless,0.3,35,1.0,
5,IWM,2024-09-13,2024-10-18,2024-10-18,209.0,35,216.83,225.65,3.13,0.0,0.2480217535018921,-0.2883238959820255,3.0673999999999997,306.73999999999995,20900.0,0.0146765550239234,expired_worthless,0.3,35,1.0,
6,IWM,2024-10-11,2024-11-15,2024-11-15,215.0,35,221.26,228.48,3.86,0.0,0.2516647165298462,-0.3271664283975103,3.7828,378.28,21500.0,0.0175944186046511,expired_worthless,0.3,35,1.0,
7,IWM,2024-11-15,2024-12-20,2024-12-20,221.0,35,228.48,221.92,2.91,0.0,0.2219488191604614,-0.2862521535608783,2.8518,285.18,22100.0,0.01290407239819,expired_worthless,0.3,35,1.0,
8,IWM,2024-12-13,2025-01-17,2025-01-17,225.0,35,233.07,225.46,2.74,0.0,0.2180102230072022,-0.2735170529762243,2.6852,268.52,22500.0,0.0119342222222222,expired_worthless,0.3,35,1.0,
9,IWM,2025-01-17,2025-02-21,2025-02-21,219.0,35,225.46,217.8,2.64,1.1999999999999886,0.2002340892791748,-0.2910226029245267,1.3872000000000115,138.72000000000116,21900.0,0.0063342465753425,assigned,0.3,35,1.0,
10,IWM,2025-02-14,2025-03-21,2025-03-21,221.0,35,225.97,203.79,3.03,17.210000000000008,0.1956946903228759,-0.3266944469589166,-14.240600000000008,-1424.0600000000009,22100.0,-0.0644371040723982,assigned,0.3,35,1.0,
12,IWM,2025-04-11,2025-05-16,2025-05-16,174.0,35,184.36,209.85,4.82,0.0,0.4199467206954956,-0.2965222112236138,4.7236,472.36,17400.0,0.0271471264367816,expired_worthless,0.3,35,1.0,
13,IWM,2025-05-16,2025-06-20,2025-06-20,202.0,35,209.85,209.21,2.27,0.0,0.2166464960098266,-0.2583068934971976,2.2246,222.46,20200.0,0.0110128712871287,expired_worthless,0.3,35,1.0,
14,IWM,2025-06-13,2025-07-18,2025-07-18,203.0,35,208.89,222.33,3.72,0.0,0.2546019746780396,-0.3291520192662373,3.6456,364.56,20300.0,0.0179586206896551,expired_worthless,0.3,35,1.0,
15,IWM,2025-07-11,2025-08-15,2025-08-15,217.0,35,221.7,227.13,3.8,0.0,0.2261162925720214,-0.349734888067323,3.724,372.4,21700.0,0.0171612903225806,expired_worthless,0.3,35,1.0,
16,IWM,2025-08-15,2025-09-19,2025-09-19,221.0,35,227.13,242.98,3.49,0.0,0.2288628196716308,-0.3206413875192763,3.4202000000000004,342.02000000000004,22100.0,0.0154760180995475,expired_worthless,0.3,35,1.0,
17,IWM,2025-09-12,2025-10-17,2025-10-17,231.0,35,238.34,243.41,3.09,0.0,0.2183678437232971,-0.2936188146355833,3.0282,302.82,23100.0,0.0131090909090909,expired_worthless,0.3,35,1.0,
18,IWM,2025-10-17,2025-11-21,2025-11-21,237.0,35,243.41,235.6,4.6,1.4000000000000057,0.2582830839157105,-0.3397362043095943,3.1079999999999943,310.79999999999944,23700.0,0.0131139240506328,assigned,0.3,35,1.0,
19,IWM,2025-11-14,2025-12-19,2025-12-19,230.0,35,237.48,250.79,4.19,0.0,0.2635711022377014,-0.3185922657813121,4.1062,410.62,23000.0,0.0178530434782608,expired_worthless,0.3,35,1.0,
20,IWM,2025-12-12,2026-01-16,2026-01-16,246.0,35,253.85,265.76,3.12,0.0,0.2123931936264038,-0.2883550580042797,3.0576,305.76,24600.0,0.0124292682926829,expired_worthless,0.3,35,1.0,
21,IWM,2026-01-16,2026-02-20,2026-02-20,260.0,35,265.76,264.61,3.6,0.0,0.1959235675811767,-0.3288059733598144,3.528,352.8,26000.0,0.0135692307692307,expired_worthless,0.3,35,1.0,
22,IWM,2026-02-13,2026-03-20,2026-03-20,256.0,35,262.96,242.22,5.13,13.78,0.2640956126213074,-0.3417914312095315,-8.752600000000001,-875.2600000000001,25600.0,-0.03418984375,assigned,0.3,35,1.0,
23,IWM,2026-03-13,2026-04-17,2026-04-17,239.0,35,246.59,269.95,3.92,0.0,0.2454468843460083,-0.3117818825326288,3.8416,384.16,23900.0,0.016073640167364,expired_worthless,0.3,35,1.0,
1,IWM,2024-05-17,2024-06-21,2024-06-21,203.0,35,208.08,200.35,2.2,2.6500000000000057,0.1771079496383666,-0.2962849105174287,-0.4940000000000055,-49.40000000000055,20300.0,-0.0024334975369458,assigned,0.3,35,0.5,
2,IWM,2024-06-14,2024-07-19,2024-06-27,194.0,35,198.73,202.06,2.43,0.7956000000000001,0.1905640251159668,-0.3117771445180263,1.5858,158.58,19400.0,0.0081742268041237,profit_take,0.3,35,0.5,
3,IWM,2024-07-12,2024-08-16,2024-07-16,208.0,35,213.14,224.6,2.52,0.8874,0.1878079614639282,-0.3075954281263013,1.5821999999999998,158.21999999999997,20800.0,0.0076067307692307,profit_take,0.3,35,0.5,
4,IWM,2024-08-16,2024-09-20,2024-08-23,206.0,35,212.6,220.38,2.57,1.0812000000000002,0.2108291990280151,-0.28646426802185,1.4373999999999996,143.73999999999995,20600.0,0.0069776699029126,profit_take,0.3,35,0.5,
5,IWM,2024-09-13,2024-10-18,2024-09-19,209.0,35,216.83,223.97,3.13,1.1832,0.2480217535018921,-0.2883238959820255,1.8841999999999997,188.41999999999996,20900.0,0.0090153110047846,profit_take,0.3,35,0.5,
6,IWM,2024-10-11,2024-11-15,2024-11-05,215.0,35,221.26,224.23,3.86,1.9482,0.2516647165298462,-0.3271664283975103,1.8346,183.46,21500.0,0.0085330232558139,profit_take,0.3,35,0.5,
7,IWM,2024-11-15,2024-12-20,2024-11-22,221.0,35,228.48,238.77,2.91,1.1118,0.2219488191604614,-0.2862521535608783,1.7399999999999998,173.99999999999997,22100.0,0.0078733031674208,profit_take,0.3,35,0.5,
8,IWM,2024-12-13,2025-01-17,2025-01-17,225.0,35,233.07,225.46,2.74,0.0102,0.2180102230072022,-0.2735170529762243,2.675,267.5,22500.0,0.0118888888888888,profit_take,0.3,35,0.5,
9,IWM,2025-01-17,2025-02-21,2025-02-05,219.0,35,225.46,229.4,2.64,0.7548,0.2002340892791748,-0.2910226029245267,1.8324000000000005,183.24000000000004,21900.0,0.0083671232876712,profit_take,0.3,35,0.5,
10,IWM,2025-02-14,2025-03-21,2025-03-21,221.0,35,225.97,203.79,3.03,17.210000000000008,0.1956946903228759,-0.3266944469589166,-14.240600000000008,-1424.0600000000009,22100.0,-0.0644371040723982,assigned,0.3,35,0.5,
12,IWM,2025-04-11,2025-05-16,2025-04-17,174.0,35,184.36,186.48,4.82,2.3664,0.4199467206954956,-0.2965222112236138,2.3572,235.72000000000003,17400.0,0.0135471264367816,profit_take,0.3,35,0.5,
13,IWM,2025-05-16,2025-06-20,2025-06-06,202.0,35,209.85,211.9,2.27,0.7242,0.2166464960098266,-0.2583068934971976,1.5004000000000002,150.04000000000002,20200.0,0.0074277227722772,profit_take,0.3,35,0.5,
14,IWM,2025-06-13,2025-07-18,2025-06-24,203.0,35,208.89,214.47,3.72,1.275,0.2546019746780396,-0.3291520192662373,2.3706,237.06,20300.0,0.0116778325123152,profit_take,0.3,35,0.5,
15,IWM,2025-07-11,2025-08-15,2025-07-23,217.0,35,221.7,226.68,3.8,1.7136,0.2261162925720214,-0.349734888067323,2.0103999999999997,201.03999999999996,21700.0,0.0092645161290322,profit_take,0.3,35,0.5,
16,IWM,2025-08-15,2025-09-19,2025-08-22,221.0,35,227.13,234.83,3.49,1.4076,0.2288628196716308,-0.3206413875192763,2.0126000000000004,201.26000000000005,22100.0,0.0091067873303167,profit_take,0.3,35,0.5,
17,IWM,2025-09-12,2025-10-17,2025-09-18,231.0,35,238.34,244.84,3.09,1.479,0.2183678437232971,-0.2936188146355833,1.5492,154.92000000000002,23100.0,0.0067064935064935,profit_take,0.3,35,0.5,
18,IWM,2025-10-17,2025-11-21,2025-10-24,237.0,35,243.41,249.43,4.6,1.8258,0.2582830839157105,-0.3397362043095943,2.6822,268.21999999999997,23700.0,0.011317299578059,profit_take,0.3,35,0.5,
19,IWM,2025-11-14,2025-12-19,2025-11-25,230.0,35,237.48,245.13,4.19,1.6116,0.2635711022377014,-0.3185922657813121,2.4946,249.46,23000.0,0.0108460869565217,profit_take,0.3,35,0.5,
20,IWM,2025-12-12,2026-01-16,2026-01-05,246.0,35,253.85,252.73,3.12,1.0098,0.2123931936264038,-0.2883550580042797,2.0477999999999996,204.77999999999997,24600.0,0.0083243902439024,profit_take,0.3,35,0.5,
21,IWM,2026-01-16,2026-02-20,2026-02-09,260.0,35,265.76,266.88,3.6,1.7034,0.1959235675811767,-0.3288059733598144,1.8246,182.46,26000.0,0.0070176923076923,profit_take,0.3,35,0.5,
22,IWM,2026-02-13,2026-03-20,2026-03-20,256.0,35,262.96,242.22,5.13,13.78,0.2640956126213074,-0.3417914312095315,-8.752600000000001,-875.2600000000001,25600.0,-0.03418984375,assigned,0.3,35,0.5,
23,IWM,2026-03-13,2026-04-17,2026-04-06,239.0,35,246.59,252.36,3.92,1.53,0.2454468843460083,-0.3117818825326288,2.311599999999999,231.1599999999999,23900.0,0.0096719665271966,profit_take,0.3,35,0.5,
1,XLV,2024-05-17 00:00:00,2024-06-21,2024-06-21 00:00:00,143.0,35,146.31,146.81,0.58,0.0,0.10587943954467773,-0.21012990976496243,0.5683999999999999,56.83999999999999,14300.0,0.003974825174825174,expired_worthless,0.2,35,1.0,
2,XLV,2024-06-14 00:00:00,2024-07-19,2024-07-19 00:00:00,142.0,35,145.88,147.87,0.69,0.0,0.12424683952331543,-0.21239580494213234,0.6761999999999999,67.61999999999999,14200.0,0.004761971830985915,expired_worthless,0.2,35,1.0,
3,XLV,2024-07-12 00:00:00,2024-08-16,2024-08-16 00:00:00,145.0,35,148.27,152.87,0.63,0.0,0.1076341651916504,-0.2188903806094878,0.6174,61.739999999999995,14500.0,0.004257931034482758,expired_worthless,0.2,35,1.0,
4,XLV,2024-08-16 00:00:00,2024-09-20,2024-09-20 00:00:00,148.0,35,152.87,155.28,0.63,0.0,0.12991155166625978,-0.18413300089772014,0.6174,61.739999999999995,14800.0,0.004171621621621621,expired_worthless,0.2,35,1.0,
5,XLV,2024-09-13 00:00:00,2024-10-18,2024-10-18 00:00:00,151.0,35,156.16,153.13,0.81,0.0,0.14534169349670412,-0.20155029726695267,0.7938000000000001,79.38000000000001,15100.0,0.005256953642384107,expired_worthless,0.2,35,1.0,
6,XLV,2024-10-11 00:00:00,2024-11-15,2024-11-15 00:00:00,148.0,35,153.89,141.84,1.04,6.159999999999997,0.17616383094787597,-0.21239229887698305,-5.140799999999997,-514.0799999999997,14800.0,-0.03473513513513511,assigned,0.2,35,1.0,
7,XLV,2024-11-15 00:00:00,2024-12-20,2024-12-20 00:00:00,137.0,35,141.84,138.0,0.7,0.0,0.14505559692382813,-0.19420114958032106,0.6859999999999999,68.6,13700.0,0.005007299270072992,expired_worthless,0.2,35,1.0,
8,XLV,2024-12-13 00:00:00,2025-01-17,2025-01-17 00:00:00,136.0,35,140.99,140.18,0.73,0.0,0.15096825942993164,-0.19525070650769644,0.7153999999999999,71.53999999999999,13600.0,0.005260294117647058,expired_worthless,0.2,35,1.0,
9,XLV,2025-01-17 00:00:00,2025-02-21,2025-02-21 00:00:00,136.0,35,140.18,146.43,0.57,0.0,0.12441849746704102,-0.18859414712229422,0.5586,55.86,13600.0,0.004107352941176471,expired_worthless,0.2,35,1.0,
